From,To,Length(m),Azimuth(deg),Clino(deg)
23@MBE_extension.Mountaineye,-,3.66,71.45,10.10
23@MBE_extension.Mountaineye,-,0.80,336.05,8.90
23@MBE_extension.Mountaineye,-,0.31,152.35,15.50
23@MBE_extension.Mountaineye,-,0.69,22.15,78.50
23@MBE_extension.Mountaineye,-,0.20,169.05,-81.70
23@MBE_extension.Mountaineye,24@MBE_extension.Mountaineye,4.00,80.65,13.50
24@MBE_extension.Mountaineye,-,1.74,326.85,14.00
24@MBE_extension.Mountaineye,-,0.83,55.35,30.80
24@MBE_extension.Mountaineye,-,0.80,344.35,82.80
24@MBE_extension.Mountaineye,-,1.36,165.25,14.30
24@MBE_extension.Mountaineye,-,2.82,297.95,-2.30
24@MBE_extension.Mountaineye,-,0.20,305.85,-78.00
24@MBE_extension.Mountaineye,-,1.31,213.85,-2.40
7@MBE_extension.Mountaineye,25@MBE_extension.Mountaineye,5.09,72.25,4.30
25@MBE_extension.Mountaineye,-,1.40,316.75,0.50
25@MBE_extension.Mountaineye,-,0.90,17.15,-83.00
25@MBE_extension.Mountaineye,-,2.13,320.85,84.50
25@MBE_extension.Mountaineye,-,0.17,119.25,25.70
25@MBE_extension.Mountaineye,26@MBE_extension.Mountaineye,4.58,36.55,7.10
26@MBE_extension.Mountaineye,-,1.13,131.75,3.30
26@MBE_extension.Mountaineye,-,0.27,354.25,1.00
26@MBE_extension.Mountaineye,-,5.38,152.55,79.10
26@MBE_extension.Mountaineye,-,1.35,112.15,-74.50
26@MBE_extension.Mountaineye,-,3.54,293.35,7.00
26@MBE_extension.Mountaineye,-,5.50,155.05,3.60
26@MBE_extension.Mountaineye,27@MBE_extension.Mountaineye,5.32,68.65,-3.50
27@MBE_extension.Mountaineye,-,1.92,164.75,-11.10
27@MBE_extension.Mountaineye,-,1.64,313.05,-3.20
27@MBE_extension.Mountaineye,-,1.02,263.95,82.40
27@MBE_extension.Mountaineye,-,0.57,0.35,-80.80
27@MBE_extension.Mountaineye,-,3.66,25.05,-0.90
27@MBE_extension.Mountaineye,-,3.64,26.45,-2.50
27@MBE_extension.Mountaineye,28@MBE_extension.Mountaineye,3.87,81.85,4.70
28@MBE_extension.Mountaineye,-,0.89,3.35,5.80
28@MBE_extension.Mountaineye,-,0.70,156.05,-1.30
28@MBE_extension.Mountaineye,-,2.44,231.75,-0.90
28@MBE_extension.Mountaineye,-,2.53,134.95,77.40
28@MBE_extension.Mountaineye,-,0.85,133.05,-75.30
28@MBE_extension.Mountaineye,-,2.75,42.75,-4.50
28@MBE_extension.Mountaineye,29@MBE_extension.Mountaineye,5.04,72.85,1.70
29@MBE_extension.Mountaineye,-,2.04,40.75,88.50
29@MBE_extension.Mountaineye,-,0.58,322.75,6.80
29@MBE_extension.Mountaineye,-,2.26,152.45,-2.70
29@MBE_extension.Mountaineye,-,0.61,195.65,-77.30
29@MBE_extension.Mountaineye,30@MBE_extension.Mountaineye,1.84,49.45,-17.40
30@MBE_extension.Mountaineye,-,0.67,323.55,8.10
30@MBE_extension.Mountaineye,-,0.19,139.35,7.10
30@MBE_extension.Mountaineye,-,0.44,63.95,-73.80
30@MBE_extension.Mountaineye,-,2.97,141.45,85.10
30@MBE_extension.Mountaineye,31@MBE_extension.Mountaineye,3.28,359.95,2.10
31@MBE_extension.Mountaineye,-,0.94,92.45,-2.20
31@MBE_extension.Mountaineye,-,0.18,306.05,16.70
31@MBE_extension.Mountaineye,-,0.85,94.95,69.90
31@MBE_extension.Mountaineye,-,0.39,65.55,-64.40
31@MBE_extension.Mountaineye,32@MBE_extension.Mountaineye,4.97,46.45,4.90
32@MBE_extension.Mountaineye,-,0.95,289.05,2.40
32@MBE_extension.Mountaineye,-,0.27,118.45,9.10
32@MBE_extension.Mountaineye,-,0.50,345.75,-64.20
32@MBE_extension.Mountaineye,-,0.69,302.35,79.20
32@MBE_extension.Mountaineye,33@MBE_extension.Mountaineye,1.70,29.55,2.90
33@MBE_extension.Mountaineye,-,1.00,295.55,12.20
33@MBE_extension.Mountaineye,-,0.54,149.05,5.80
33@MBE_extension.Mountaineye,-,0.43,348.95,86.80
33@MBE_extension.Mountaineye,-,0.50,146.95,-71.50
33@MBE_extension.Mountaineye,34@MBE_extension.Mountaineye,5.39,41.95,3.60
34@MBE_extension.Mountaineye,-,2.14,323.95,-8.10
34@MBE_extension.Mountaineye,-,0.19,357.75,-8.70
34@MBE_extension.Mountaineye,-,0.56,139.55,-0.70
34@MBE_extension.Mountaineye,-,0.59,73.55,75.70
34@MBE_extension.Mountaineye,-,0.69,106.35,-73.70
34@MBE_extension.Mountaineye,35@MBE_extension.Mountaineye,4.58,62.95,3.70
35@MBE_extension.Mountaineye,-,0.87,326.75,4.10
35@MBE_extension.Mountaineye,-,0.98,30.15,78.20
35@MBE_extension.Mountaineye,-,0.36,349.75,-74.00
35@MBE_extension.Mountaineye,-,4.17,152.45,5.60
35@MBE_extension.Mountaineye,-,0.81,208.55,7.60
35@MBE_extension.Mountaineye,-,5.24,52.95,3.20
35@MBE_extension.Mountaineye,36@MBE_extension.Mountaineye,1.34,10.25,4.80
36@MBE_extension.Mountaineye,-,0.60,246.15,-2.10
36@MBE_extension.Mountaineye,-,1.69,292.35,77.10
36@MBE_extension.Mountaineye,-,0.54,107.05,-60.60
36@MBE_extension.Mountaineye,37@MBE_extension.Mountaineye,1.87,312.05,0.80
37@MBE_extension.Mountaineye,-,3.49,240.85,-11.40
37@MBE_extension.Mountaineye,-,0.62,182.45,2.80
37@MBE_extension.Mountaineye,-,1.59,217.15,85.30
37@MBE_extension.Mountaineye,-,1.04,90.95,1.30
37@MBE_extension.Mountaineye,38@MBE_extension.Mountaineye,2.27,55.95,4.90
38@MBE_extension.Mountaineye,-,0.40,133.85,-4.00
38@MBE_extension.Mountaineye,-,1.71,156.15,77.00
38@MBE_extension.Mountaineye,-,0.73,164.35,-78.00
38@MBE_extension.Mountaineye,-,2.47,315.25,1.60
38@MBE_extension.Mountaineye,39@MBE_extension.Mountaineye,8.93,61.15,7.20
39@MBE_extension.Mountaineye,-,0.51,158.85,-5.30
39@MBE_extension.Mountaineye,-,2.13,53.75,3.20
39@MBE_extension.Mountaineye,-,1.38,85.15,78.70
39@MBE_extension.Mountaineye,-,0.90,187.85,-84.40
39@MBE_extension.Mountaineye,40@MBE_extension.Mountaineye,1.80,108.55,1.20
40@MBE_extension.Mountaineye,-,0.64,336.75,0.20
40@MBE_extension.Mountaineye,-,0.83,335.55,82.20
40@MBE_extension.Mountaineye,-,0.47,135.45,-64.40
40@MBE_extension.Mountaineye,-,0.27,145.35,-1.30
40@MBE_extension.Mountaineye,41@MBE_extension.Mountaineye,6.99,53.05,11.90
41@MBE_extension.Mountaineye,42@MBE_extension.Mountaineye,4.92,57.85,59.50
42@MBE_extension.Mountaineye,-,1.14,5.85,4.10
42@MBE_extension.Mountaineye,-,1.38,170.05,-9.60
42@MBE_extension.Mountaineye,-,7.82,109.85,2.50
42@MBE_extension.Mountaineye,-,1.62,58.05,-83.00
42@MBE_extension.Mountaineye,-,1.91,266.85,75.80
42@MBE_extension.Mountaineye,-,4.97,285.95,-4.80
42@MBE_extension.Mountaineye,-,1.69,285.95,-5.00
42@MBE_extension.Mountaineye,-,4.95,285.25,-4.90
35@MBE_extension.Mountaineye,43@MBE_extension.Mountaineye,2.96,141.65,8.10
35@MBE_extension.Mountaineye,-,1.94,222.85,-6.10
35@MBE_extension.Mountaineye,-,0.63,157.25,9.40
35@MBE_extension.Mountaineye,-,0.73,279.85,4.40
35@MBE_extension.Mountaineye,-,1.33,22.55,-4.40
35@MBE_extension.Mountaineye,-,4.19,67.85,4.40
35@MBE_extension.Mountaineye,-,11.77,61.15,3.60
43@MBE_extension.Mountaineye,44@MBE_extension.Mountaineye,5.70,64.55,7.20
44@MBE_extension.Mountaineye,-,0.46,314.45,15.60
44@MBE_extension.Mountaineye,-,0.25,175.55,80.10
44@MBE_extension.Mountaineye,-,0.54,254.95,-80.80
44@MBE_extension.Mountaineye,-,0.31,137.05,-26.90
44@MBE_extension.Mountaineye,45@MBE_extension.Mountaineye,4.82,53.65,-0.80
45@MBE_extension.Mountaineye,-,1.19,130.85,-9.30
45@MBE_extension.Mountaineye,-,0.60,75.65,73.20
45@MBE_extension.Mountaineye,-,0.67,359.65,-3.30
45@MBE_extension.Mountaineye,-,0.34,70.95,-78.20
45@MBE_extension.Mountaineye,46@MBE_extension.Mountaineye,9.15,56.05,3.70
107.8@ld3.Mountaineye,112.00@ld3.Mountaineye,1.20,218.11,-9.33
112.00@ld3.Mountaineye,-,0.73,343.82,-4.15
112.00@ld3.Mountaineye,-,0.35,10.73,-83.68
112.00@ld3.Mountaineye,-,2.29,237.20,-1.15
112.00@ld3.Mountaineye,-,5.68,285.84,-1.76
112.00@ld3.Mountaineye,112.01@ld3.Mountaineye,4.12,299.58,1.18
112.01@ld3.Mountaineye,-,1.41,214.07,-12.06
112.01@ld3.Mountaineye,-,0.37,244.02,-71.64
112.01@ld3.Mountaineye,-,1.51,35.08,0.97
112.01@ld3.Mountaineye,-,2.13,310.97,-4.32
112.01@ld3.Mountaineye,-,5.53,302.37,-1.73
112.01@ld3.Mountaineye,112.02@ld3.Mountaineye,6.74,331.14,0.57
112.02@ld3.Mountaineye,-,1.32,196.74,1.22
112.02@ld3.Mountaineye,-,0.67,75.93,-20.89
112.02@ld3.Mountaineye,-,0.27,280.89,-82.51
112.02@ld3.Mountaineye,-,3.86,214.39,-4.17
112.02@ld3.Mountaineye,-,1.22,256.06,-7.72
112.02@ld3.Mountaineye,107.4@ld3.Mountaineye,7.16,324.25,1.45
107.4@ld3.Mountaineye,-,1.18,81.52,-5.98
107.4@ld3.Mountaineye,-,1.31,216.90,-29.83
107.4@ld3.Mountaineye,112.03@ld3.Mountaineye,1.73,344.69,-2.46
112.03@ld3.Mountaineye,-,1.34,203.60,-4.06
112.03@ld3.Mountaineye,-,1.48,9.00,-19.92
112.03@ld3.Mountaineye,-,0.66,52.64,-75.78
112.03@ld3.Mountaineye,-,0.16,193.67,71.56
112.03@ld3.Mountaineye,-,1.92,249.53,-2.54
112.03@ld3.Mountaineye,-,3.88,274.92,-0.29
112.03@ld3.Mountaineye,-,2.34,300.13,1.74
112.03@ld3.Mountaineye,112.04@ld3.Mountaineye,2.34,299.82,4.05
112.04@ld3.Mountaineye,-,1.17,195.50,0.59
112.04@ld3.Mountaineye,-,1.16,15.38,9.14
112.04@ld3.Mountaineye,-,1.97,87.12,77.36
112.04@ld3.Mountaineye,-,0.50,47.81,-65.91
112.04@ld3.Mountaineye,112.05@ld3.Mountaineye,4.07,270.69,-1.08
112.05@ld3.Mountaineye,-,0.40,210.94,18.14
112.05@ld3.Mountaineye,-,1.51,7.02,3.06
112.05@ld3.Mountaineye,-,0.34,354.03,88.10
112.05@ld3.Mountaineye,-,0.22,337.34,-75.42
112.05@ld3.Mountaineye,-,2.36,38.29,9.43
112.05@ld3.Mountaineye,-,1.60,55.03,0.90
112.05@ld3.Mountaineye,-,1.08,169.56,16.29
112.05@ld3.Mountaineye,112.06@ld3.Mountaineye,2.91,328.07,11.20
112.06@ld3.Mountaineye,-,1.24,293.56,-3.50
112.06@ld3.Mountaineye,-,1.06,104.08,-1.03
112.06@ld3.Mountaineye,-,0.84,225.20,78.54
112.06@ld3.Mountaineye,-,0.66,89.82,-78.39
112.06@ld3.Mountaineye,-,2.42,333.61,-1.09
112.06@ld3.Mountaineye,-,3.12,7.62,-4.92
112.06@ld3.Mountaineye,-,6.68,172.11,-10.98
112.06@ld3.Mountaineye,-,5.11,278.69,-1.41
112.06@ld3.Mountaineye,-,2.72,238.54,-4.93
112.06@ld3.Mountaineye,-,4.20,221.17,-3.70
112.06@ld3.Mountaineye,-,7.58,347.55,-2.07
112.06@ld3.Mountaineye,-,3.12,25.37,1.01
112.06@ld3.Mountaineye,112.07@ld3.Mountaineye,4.41,179.05,-7.49
112.07@ld3.Mountaineye,-,1.11,75.49,0.90
112.07@ld3.Mountaineye,-,0.50,62.29,61.43
112.07@ld3.Mountaineye,-,0.40,70.52,-65.40
112.07@ld3.Mountaineye,-,0.17,251.72,19.34
112.07@ld3.Mountaineye,112.08@ld3.Mountaineye,2.77,143.67,-0.91
112.08@ld3.Mountaineye,-,0.91,230.16,6.71
112.08@ld3.Mountaineye,-,0.25,34.89,20.26
112.08@ld3.Mountaineye,-,0.51,255.67,74.49
112.08@ld3.Mountaineye,-,0.29,112.45,-86.57
112.08@ld3.Mountaineye,112.09@ld3.Mountaineye,2.67,140.73,2.07
112.09@ld3.Mountaineye,-,0.81,244.72,6.60
112.09@ld3.Mountaineye,-,0.25,13.24,4.09
112.09@ld3.Mountaineye,-,0.21,251.52,82.76
112.09@ld3.Mountaineye,-,0.46,114.47,-69.72
112.09@ld3.Mountaineye,112.10@ld3.Mountaineye,4.21,105.01,-0.85
112.10@ld3.Mountaineye,-,0.56,211.31,6.75
112.10@ld3.Mountaineye,-,0.19,2.44,2.83
112.10@ld3.Mountaineye,-,1.03,228.24,75.03
112.10@ld3.Mountaineye,-,0.34,69.02,-60.83
112.10@ld3.Mountaineye,-,4.85,126.52,-4.33
112.10@ld3.Mountaineye,112.11@ld3.Mountaineye,3.58,134.92,-6.24
112.11@ld3.Mountaineye,-,1.04,273.83,-5.14
112.11@ld3.Mountaineye,-,0.78,3.05,5.31
112.11@ld3.Mountaineye,-,2.90,65.39,1.88
112.11@ld3.Mountaineye,112.12@ld3.Mountaineye,1.61,193.48,-4.17
112.12@ld3.Mountaineye,-,1.97,67.02,2.58
112.12@ld3.Mountaineye,-,7.65,114.89,-0.29
112.12@ld3.Mountaineye,-,8.10,115.98,-0.16
112.12@ld3.Mountaineye,-,1.92,132.62,2.26
112.12@ld3.Mountaineye,-,0.57,193.94,17.22
112.12@ld3.Mountaineye,-,0.18,21.41,-82.29
112.12@ld3.Mountaineye,-,0.37,125.23,87.37
112.06@ld3.Mountaineye,112.13@ld3.Mountaineye,5.25,351.55,-0.14
112.13@ld3.Mountaineye,-,1.23,233.26,-12.66
112.13@ld3.Mountaineye,-,0.34,250.61,73.06
112.13@ld3.Mountaineye,-,0.99,212.58,-70.99
112.13@ld3.Mountaineye,-,0.56,108.27,-85.92
112.13@ld3.Mountaineye,-,0.20,65.31,5.38
112.13@ld3.Mountaineye,-,1.79,201.53,-9.97
112.13@ld3.Mountaineye,-,1.75,283.50,-7.42
112.13@ld3.Mountaineye,-,1.68,137.36,-8.00
112.13@ld3.Mountaineye,112.14@ld3.Mountaineye,3.91,322.51,1.76
112.14@ld3.Mountaineye,-,1.24,82.77,6.17
112.14@ld3.Mountaineye,-,0.41,234.35,-8.74
112.14@ld3.Mountaineye,-,0.51,179.24,80.77
112.14@ld3.Mountaineye,-,0.45,215.57,-72.88
112.14@ld3.Mountaineye,-,2.31,134.19,-1.26
112.14@ld3.Mountaineye,-,6.24,127.84,-0.59
112.14@ld3.Mountaineye,-,1.96,112.90,2.60
112.14@ld3.Mountaineye,-,3.98,247.40,-5.72
112.14@ld3.Mountaineye,-,1.71,294.77,0.87
112.14@ld3.Mountaineye,-,3.28,314.65,0.74
112.14@ld3.Mountaineye,-,7.09,356.85,0.32
112.14@ld3.Mountaineye,-,2.67,19.67,-1.07
112.14@ld3.Mountaineye,112.15@ld3.Mountaineye,4.43,345.96,3.97
112.15@ld3.Mountaineye,-,2.25,232.12,-14.76
112.15@ld3.Mountaineye,-,0.91,249.22,-73.14
112.15@ld3.Mountaineye,-,1.57,248.14,62.65
112.15@ld3.Mountaineye,-,3.01,271.60,-11.32
112.15@ld3.Mountaineye,112.16@ld3.Mountaineye,6.16,292.19,-5.92
112.16@ld3.Mountaineye,-,1.56,24.71,0.59
112.16@ld3.Mountaineye,-,0.19,210.88,25.60
112.16@ld3.Mountaineye,-,0.81,4.96,59.21
112.16@ld3.Mountaineye,-,0.49,8.59,-52.23
112.16@ld3.Mountaineye,112.17@ld3.Mountaineye,3.23,318.90,-0.94
112.17@ld3.Mountaineye,-,0.36,62.01,21.52
112.17@ld3.Mountaineye,-,2.39,207.83,16.12
112.17@ld3.Mountaineye,-,3.22,225.28,10.24
112.17@ld3.Mountaineye,-,1.70,280.28,19.57
112.17@ld3.Mountaineye,-,0.98,274.81,54.55
112.17@ld3.Mountaineye,-,0.54,254.86,-51.15
112.17@ld3.Mountaineye,-,8.58,308.12,2.35
112.17@ld3.Mountaineye,-,4.39,315.67,1.74
112.17@ld3.Mountaineye,112.18@ld3.Mountaineye,7.88,330.61,-1.45
112.18@ld3.Mountaineye,-,2.06,54.40,13.16
112.18@ld3.Mountaineye,-,1.60,223.52,15.97
112.18@ld3.Mountaineye,-,3.48,198.78,4.92
112.18@ld3.Mountaineye,-,4.23,266.36,-5.59
112.18@ld3.Mountaineye,-,2.71,328.77,9.13
112.18@ld3.Mountaineye,-,4.72,335.24,6.05
112.18@ld3.Mountaineye,112.19@ld3.Mountaineye,8.66,313.61,1.00
112.19@ld3.Mountaineye,-,1.18,222.53,10.43
112.19@ld3.Mountaineye,-,1.61,59.45,29.93
112.19@ld3.Mountaineye,-,0.45,217.31,83.74
112.19@ld3.Mountaineye,-,0.89,334.03,78.52
112.19@ld3.Mountaineye,-,0.45,34.15,-54.10
112.19@ld3.Mountaineye,-,5.49,302.24,1.15
112.19@ld3.Mountaineye,-,4.08,269.33,3.93
112.19@ld3.Mountaineye,112.20@ld3.Mountaineye,6.53,340.56,5.28
112.20@ld3.Mountaineye,-,1.82,209.89,-2.07
112.20@ld3.Mountaineye,-,0.65,244.69,49.63
112.20@ld3.Mountaineye,-,0.71,60.58,-60.36
112.20@ld3.Mountaineye,-,1.76,63.52,4.18
112.20@ld3.Mountaineye,-,5.38,252.86,-4.13
112.20@ld3.Mountaineye,-,7.56,280.54,-4.17
112.20@ld3.Mountaineye,112.21@ld3.Mountaineye,3.61,301.01,-7.80
112.21@ld3.Mountaineye,-,1.56,32.45,6.71
112.21@ld3.Mountaineye,-,1.03,329.28,68.33
112.21@ld3.Mountaineye,-,0.61,36.79,-62.56
112.21@ld3.Mountaineye,112.22@ld3.Mountaineye,3.20,304.22,-3.87
112.22@ld3.Mountaineye,-,2.72,224.71,-6.12
112.22@ld3.Mountaineye,-,1.46,6.14,1.10
112.22@ld3.Mountaineye,-,2.37,258.63,-69.96
112.22@ld3.Mountaineye,112.23@ld3.Mountaineye,3.89,286.19,2.26
112.23@ld3.Mountaineye,-,1.72,34.05,9.07
112.23@ld3.Mountaineye,-,0.39,216.93,34.52
112.23@ld3.Mountaineye,-,1.51,93.99,-63.93
112.23@ld3.Mountaineye,-,8.54,313.87,10.56
112.23@ld3.Mountaineye,-,6.25,358.98,4.30
112.23@ld3.Mountaineye,-,7.03,105.14,-22.22
112.23@ld3.Mountaineye,112.24@ld3.Mountaineye,7.77,106.07,-22.60
112.24@ld3.Mountaineye,-,2.87,262.05,18.50
112.24@ld3.Mountaineye,-,0.87,25.55,58.82
112.24@ld3.Mountaineye,-,0.98,261.23,54.49
112.24@ld3.Mountaineye,-,0.67,246.75,-70.02
112.24@ld3.Mountaineye,112.25@ld3.Mountaineye,9.00,215.15,6.23
112.25@ld3.Mountaineye,-,2.42,298.17,15.11
112.25@ld3.Mountaineye,-,1.28,144.70,28.88
112.25@ld3.Mountaineye,-,0.72,193.06,81.83
112.25@ld3.Mountaineye,-,1.18,290.85,-59.66
112.25@ld3.Mountaineye,-,4.97,211.96,7.04
112.25@ld3.Mountaineye,-,4.27,254.23,7.40
112.25@ld3.Mountaineye,-,5.13,212.78,7.16
112.24@ld3.Mountaineye,112.26@ld3.Mountaineye,7.83,341.79,-1.91
112.26@ld3.Mountaineye,-,1.47,226.20,-14.55
112.26@ld3.Mountaineye,-,2.19,92.32,-0.88
112.26@ld3.Mountaineye,-,6.87,127.73,9.43
112.26@ld3.Mountaineye,-,1.62,113.49,61.18
112.26@ld3.Mountaineye,-,1.16,126.62,-64.36
112.26@ld3.Mountaineye,-,4.82,337.33,-2.57
112.26@ld3.Mountaineye,-,7.64,22.24,-5.56
112.26@ld3.Mountaineye,112.27@ld3.Mountaineye,9.13,10.54,-6.16
112.27@ld3.Mountaineye,-,2.07,283.95,-2.55
112.27@ld3.Mountaineye,-,2.00,92.63,16.47
112.27@ld3.Mountaineye,-,0.65,350.68,78.94
112.27@ld3.Mountaineye,112.28@ld3.Mountaineye,8.31,9.27,-2.52
112.28@ld3.Mountaineye,-,2.19,119.48,0.07
112.28@ld3.Mountaineye,-,2.06,338.12,5.25
112.28@ld3.Mountaineye,-,6.76,72.18,1.93
112.28@ld3.Mountaineye,-,8.41,10.48,0.69
112.28@ld3.Mountaineye,1.148@ld3.Mountaineye,3.92,29.90,-4.35
112.23@ld3.Mountaineye,112.30@ld3.Mountaineye,4.10,341.20,7.36
112.30@ld3.Mountaineye,-,4.10,161.27,-7.33
112.30@ld3.Mountaineye,-,2.32,121.04,-0.49
112.30@ld3.Mountaineye,-,1.91,340.05,-2.91
112.30@ld3.Mountaineye,-,0.21,263.59,71.22
112.30@ld3.Mountaineye,-,0.79,99.43,-73.91
112.30@ld3.Mountaineye,112.31@ld3.Mountaineye,5.61,35.33,-3.80
112.31@ld3.Mountaineye,-,1.15,271.18,-1.08
112.31@ld3.Mountaineye,-,0.81,77.02,22.88
112.31@ld3.Mountaineye,-,1.02,115.65,9.93
112.31@ld3.Mountaineye,-,0.37,118.05,82.21
112.31@ld3.Mountaineye,-,0.25,246.22,-70.81
112.31@ld3.Mountaineye,112.32@ld3.Mountaineye,4.86,350.52,2.30
112.32@ld3.Mountaineye,-,0.99,98.56,-4.92
112.32@ld3.Mountaineye,-,1.87,274.27,4.56
112.32@ld3.Mountaineye,-,0.47,197.63,-65.43
112.32@ld3.Mountaineye,-,5.31,312.00,-3.43
112.32@ld3.Mountaineye,112.33@ld3.Mountaineye,3.37,47.02,5.72
112.33@ld3.Mountaineye,-,1.49,313.88,-5.59
112.33@ld3.Mountaineye,-,0.94,316.60,69.83
112.33@ld3.Mountaineye,-,0.63,300.73,-67.01
112.33@ld3.Mountaineye,-,3.73,294.27,0.57
112.33@ld3.Mountaineye,-,3.03,170.99,9.00
112.33@ld3.Mountaineye,112.34@ld3.Mountaineye,3.46,22.70,3.81
112.34@ld3.Mountaineye,-,1.41,257.22,4.28
112.34@ld3.Mountaineye,-,1.31,263.17,54.73
112.34@ld3.Mountaineye,-,0.60,296.24,-46.82
112.34@ld3.Mountaineye,112.35@ld3.Mountaineye,6.82,313.05,1.88
112.35@ld3.Mountaineye,-,1.34,218.53,11.54
112.35@ld3.Mountaineye,-,2.21,204.93,70.66
112.35@ld3.Mountaineye,-,1.44,317.94,-0.68
112.35@ld3.Mountaineye,-,0.50,69.15,-80.44
112.35@ld3.Mountaineye,112.36@ld3.Mountaineye,4.63,26.41,4.05
112.36@ld3.Mountaineye,-,1.47,241.63,1.66
112.36@ld3.Mountaineye,-,0.63,255.40,42.34
112.36@ld3.Mountaineye,-,0.60,278.28,-49.24
112.36@ld3.Mountaineye,112.37@ld3.Mountaineye,3.71,289.94,5.17
112.37@ld3.Mountaineye,-,1.07,51.99,-5.72
112.37@ld3.Mountaineye,-,2.31,58.33,53.49
112.37@ld3.Mountaineye,-,1.12,66.69,-70.85
112.37@ld3.Mountaineye,112.38@ld3.Mountaineye,2.79,311.31,-10.61
112.38@ld3.Mountaineye,-,2.02,73.01,6.43
112.38@ld3.Mountaineye,-,2.88,63.38,64.82
112.38@ld3.Mountaineye,-,1.63,201.54,-6.87
112.38@ld3.Mountaineye,-,4.22,316.74,9.74
112.38@ld3.Mountaineye,112.39@ld3.Mountaineye,3.45,310.21,10.42
112.39@ld3.Mountaineye,-,0.86,210.25,-6.36
112.39@ld3.Mountaineye,-,3.94,210.82,-1.21
112.39@ld3.Mountaineye,-,0.54,1.33,76.83
112.39@ld3.Mountaineye,-,0.47,354.57,-69.80
112.38@ld3.Mountaineye,112.40@ld3.Mountaineye,3.65,248.66,-3.43
112.40@ld3.Mountaineye,-,1.53,152.11,1.43
112.40@ld3.Mountaineye,-,1.27,323.46,23.02
112.40@ld3.Mountaineye,-,0.79,319.26,83.43
112.40@ld3.Mountaineye,-,0.42,136.92,-43.85
112.40@ld3.Mountaineye,112.41@ld3.Mountaineye,4.60,215.95,-0.43
112.41@ld3.Mountaineye,-,1.86,358.34,2.31
112.41@ld3.Mountaineye,-,0.46,353.90,42.14
112.41@ld3.Mountaineye,-,0.41,105.91,-80.61
112.41@ld3.Mountaineye,112.42@ld3.Mountaineye,6.64,287.69,-0.89
112.42@ld3.Mountaineye,-,1.97,174.35,9.00
112.42@ld3.Mountaineye,-,0.77,71.95,0.02
112.42@ld3.Mountaineye,-,1.30,6.52,2.82
112.42@ld3.Mountaineye,-,3.00,217.72,6.61
112.42@ld3.Mountaineye,112.43@ld3.Mountaineye,1.38,3.95,-10.87
112.43@ld3.Mountaineye,-,0.61,225.47,0.15
112.43@ld3.Mountaineye,-,0.71,194.43,63.19
112.43@ld3.Mountaineye,-,0.34,216.33,-56.38
112.43@ld3.Mountaineye,112.44@ld3.Mountaineye,4.47,293.99,2.06
112.44@ld3.Mountaineye,-,1.69,36.74,-3.68
112.44@ld3.Mountaineye,-,3.82,184.11,8.48
112.44@ld3.Mountaineye,-,1.95,149.55,-1.77
112.44@ld3.Mountaineye,-,3.65,269.28,14.27
112.44@ld3.Mountaineye,-,4.88,317.13,4.16
112.44@ld3.Mountaineye,-,2.00,240.73,13.36
112.44@ld3.Mountaineye,112.45@ld3.Mountaineye,5.63,358.50,0.38
112.45@ld3.Mountaineye,-,1.25,256.93,3.74
112.45@ld3.Mountaineye,-,0.44,250.03,67.43
112.45@ld3.Mountaineye,-,0.52,265.40,-45.00
112.45@ld3.Mountaineye,-,2.16,27.07,26.76
112.45@ld3.Mountaineye,112.46@ld3.Mountaineye,4.31,311.31,-0.92
112.46@ld3.Mountaineye,-,0.95,74.08,-19.05
112.46@ld3.Mountaineye,-,0.43,86.00,68.46
112.46@ld3.Mountaineye,-,2.02,275.87,0.54
112.46@ld3.Mountaineye,112.47@ld3.Mountaineye,3.21,337.80,1.89
112.47@ld3.Mountaineye,-,0.79,171.20,52.87
112.47@ld3.Mountaineye,-,0.45,203.13,-50.71
112.47@ld3.Mountaineye,-,1.65,248.82,1.75
112.47@ld3.Mountaineye,-,2.12,324.28,8.51
112.47@ld3.Mountaineye,112.48@ld3.Mountaineye,3.22,234.18,7.32
112.48@ld3.Mountaineye,-,1.31,18.20,5.72
112.48@ld3.Mountaineye,-,0.42,259.75,34.38
112.48@ld3.Mountaineye,-,4.10,158.44,9.87
112.48@ld3.Mountaineye,112.49@ld3.Mountaineye,6.65,321.25,6.06
112.49@ld3.Mountaineye,-,2.15,70.77,-1.94
112.49@ld3.Mountaineye,-,1.54,227.81,13.12
112.49@ld3.Mountaineye,-,3.74,275.10,-4.27
112.49@ld3.Mountaineye,112.50@ld3.Mountaineye,9.67,355.99,-0.36
112.50@ld3.Mountaineye,-,2.20,135.87,-19.35
112.50@ld3.Mountaineye,-,2.34,259.92,-10.30
112.50@ld3.Mountaineye,-,9.27,320.10,-0.16
112.50@ld3.Mountaineye,-,0.29,318.30,66.50
112.50@ld3.Mountaineye,-,1.39,323.99,-69.93
112.50@ld3.Mountaineye,-,5.24,101.98,-6.85
